schoolId,studentId,score,sex
4410,281518961,-1.218,Female
4410,281518961,-0.921,Female
4410,281518961,-0.419,Female
4410,281518961,0.516,Female
4410,281518961,0.798,Female
4410,291417891,-1.83,Male
4410,291417891,-0.351,Male
4410,291417891,1.146,Male
4410,291417891,0.021,Male
4410,291417891,0.848,Male
4410,292691572,-0.194,Female
4410,292691572,0.003,Female
4410,292691572,0.182,Female
4410,292691572,1.568,Female
4410,295783542,-0.501,Male
4410,295783542,0.003,Male
4410,295783542,0.936,Male
4410,301135351,-1.987,Female
4410,301135351,-0.921,Female
4410,301135351,-1.34,Female
4410,301135351,-0.509,Female
4410,301135351,0.551,Female
4410,301135941,-1.13,Female
4410,301135941,0.241,Female
4410,301135941,0.852,Female
4410,301135941,1.748,Female
4410,301135941,2.231,Female
4410,301136241,-0.365,Male
4410,301136241,0.338,Male
4410,301136241,1.678,Male
4410,301136321,-0.733,Male
4410,301136321,-0.194,Male
4410,301136321,0.343,Male
4410,301136321,0.292,Male
4410,301136321,1.623,Male
4410,301136911,-2.558,Male
4410,301136911,-0.854,Male
4410,301136911,-2.14,Male
4410,301136911,-0.725,Male
4410,301139261,-2.902,Female
4410,301139261,-0.221,Female
4410,301139261,0.003,Female
4410,301139261,-0.192,Female
4410,301139261,0.501,Female
4410,301140511,-1.76,Male
4410,301140511,0.241,Male
4410,301140511,0.716,Male
4410,301140511,0.873,Male
4410,301140511,2.371,Male
4410,301145231,-2.188,Male
4410,301145231,-0.273,Male
4410,301145231,0.343,Male
4410,301145231,-0.456,Male
4410,301145231,0.2,Male
4410,301145582,-0.028,Male
4410,301145582,1.146,Male
4410,301145582,1.421,Male
4410,301145582,2.099,Male
4410,301145741,-3.395,Male
4410,301145741,-1.76,Male
4410,301145741,-1.004,Male
4410,301145741,-1.67,Male
4410,301145741,-0.047,Male
4410,301146121,-2.535,Female
4410,301146121,-0.716,Female
4410,301146121,-0.623,Female
4410,301146121,-0.779,Female
4410,301146121,1.679,Female
4410,301149221,-3.232,Female
4410,301149221,-2.718,Female
4410,301149221,-2.487,Female
4410,301149221,-1.303,Female
4410,301149221,-0.873,Female
4410,302793362,-1.34,Female
4410,302793362,-0.35,Female
4410,302793362,1.354,Female
4380,271234811,-2.839,Female
4380,271234811,-1.568,Female
4380,271234811,0.343,Female
4380,297146571,-2.377,Female
4380,297146571,-1.882,Female
4380,297146571,-2.015,Female
4380,297146571,-0.086,Female
4380,297146571,-0.225,Female
4380,297147541,-2.657,Male
4380,297147541,-1.819,Male
4380,297147541,-0.419,Male
4380,297153001,-2.474,Female
4380,297153001,-0.854,Female
4380,297153001,0.343,Female
4380,297153001,0.459,Female
4380,297153001,0.699,Female
4380,297160991,-1.987,Male
4380,297160991,-2.009,Male
4380,297160991,-0.623,Male
4380,297160991,0.292,Male
4380,297160991,1.679,Male
4380,297283131,-3.659,Female
4380,297283131,-2.718,Female
4380,297283131,-1.054,Female
4380,297283131,-1.34,Female
4380,297283211,-4.258,Male
4380,297283211,-2.657,Male
4380,297283211,-2.072,Male
4380,297284882,1.858,Male
4380,297284882,2.997,Male
4380,297284882,2.681,Male
4380,297287041,-1.898,Male
4380,297287041,-0.854,Male
4380,297287041,0.587,Male
4380,297287041,0.811,Male
4380,297287041,1.679,Male
4380,297766362,-1.185,Female
4380,297766362,0.227,Female
4380,297766362,0.292,Female
4380,299755581,-2.902,Female
4380,299755581,-1.568,Female
4380,299755581,-0.522,Female
4380,299755581,-0.139,Female
4380,299755581,1.047,Female
4380,299764301,-3.525,Female
4380,299764301,-3.021,Female
4380,299764301,-2.395,Female
4380,299764301,-2.406,Female
4380,299765971,-2.96,Female
4380,299765971,-2.2,Female
4380,299765971,-2.406,Female
4380,299765971,-0.244,Female
4380,299765971,0.501,Female
4380,299767241,-2.778,Female
4380,299767241,-2.288,Female
4380,299767241,-1.641,Female
4380,299767241,-1.424,Female
4380,299767241,0.172,Female
4380,299768561,-2.96,Male
4380,299768561,-2.595,Male
4380,299768561,-1.555,Male
4380,299768561,-0.563,Male
4380,299768561,0.402,Male
4380,299768641,-2.188,Female
4380,299768641,-2.351,Female
4380,299768641,-1.295,Female
4380,299769371,-2.413,Male
4380,299769371,-1.568,Male
4380,299769371,-1.236,Male
4380,299769881,-1.616,Female
4380,299769881,0.148,Female
4380,299769881,2.79,Female
4380,299769881,2.814,Female
4380,299769881,3.163,Female
4380,299770701,-2.377,Female
4380,299770701,-3.525,Female
4380,299770701,-1.121,Female
4380,299770701,-1.364,Female
4380,299772671,-1.689,Female
4380,299772671,-0.921,Female
4380,299772671,0.227,Female
4380,299772671,0.182,Female
4380,299772671,0.301,Female
4380,299773051,-1.987,Female
4380,299773051,-0.716,Female
4380,299773051,1.678,Female
4380,299773051,1.421,Female
4380,299773051,1.973,Female
4380,299773991,-1.772,Male
4380,299773991,-1.12,Male
4380,299773991,1.485,Male
4380,299773991,2.034,Male
4380,299779841,-2.902,Female
4380,299779841,-2.2,Female
4380,299779841,-1.894,Female
4380,299779841,0.347,Female
4380,299779841,0.798,Female
4380,299781071,-2.596,Female
4380,299781071,-1.882,Female
4380,299781071,-0.211,Female
4380,299782471,-3.728,Male
4380,299782471,-2.009,Male
4380,299782471,-1.778,Male
4380,302262831,-3.331,Female
4380,302262831,-2.778,Female
4380,302262831,-2.009,Female
4380,302262831,-1.555,Female
4380,303767301,-3.144,Male
4380,303767301,-1.25,Male
4380,303767301,-0.211,Male
4380,303767301,0.237,Male
4380,303767301,0.2,Male
4380,305605662,-1.778,Female
4380,305605662,-0.139,Female
4380,305605662,0.997,Female
4380,309471771,-3.525,Female
4380,309471771,-2.413,Female
4380,309471771,-0.197,Female
4380,309471771,-0.943,Female
4380,309471771,-0.101,Female
4330,201359482,-0.273,Female
4330,201359482,0.642,Female
4330,201359482,1.858,Female
4330,201359482,1.945,Female
4330,201359482,2.842,Female
4330,202012231,-2.032,Male
4330,202012231,-1.12,Male
4330,202012231,0.114,Male
4330,202012231,0.292,Male
4330,202012231,1.46,Male
4330,202014361,-2.535,Male
4330,202014361,-0.988,Male
4330,202014361,-0.623,Male
4330,202015331,-2.162,Male
4330,202015331,-1.441,Male
4330,202015331,-1.03,Male
4330,287301441,-2.839,Female
4330,287301441,-1.631,Female
4330,287301441,-0.522,Female
4330,295087471,-3.021,Female
4330,295087471,-0.427,Female
4330,295087471,-0.419,Female
4330,295087471,0.128,Female
4330,295087471,0.798,Female
4330,298227781,-1.76,Female
4330,298227781,-0.427,Female
4330,298227781,1.678,Female
4330,298227781,1.202,Female
4330,298227781,1.25,Female
4330,298753161,-3.721,Female
4330,298753161,-2.899,Female
4330,298753161,-1.505,Female
4330,298758041,-2.839,Male
4330,298758041,-1.757,Male
4330,298758041,-1.778,Male
4330,308609341,-2.188,Female
4330,308609341,-0.988,Female
4330,308609341,-0.623,Female
4330,308609341,-0.509,Female
4330,308609341,0.551,Female
4330,308609771,-1.616,Male
4330,308609771,-1.185,Male
4330,308609771,-0.105,Male
4330,308609771,0.182,Male
4330,308609771,1.568,Male
4330,308610781,-2.288,Male
4330,308610781,-0.351,Male
4330,308610781,1.678,Male
4330,308610781,0.516,Male
4330,308610781,1.679,Male
4330,308611751,-2.718,Male
4330,308611751,-1.757,Male
4330,308611751,-0.928,Male
4330,308611751,-0.297,Male
4330,308611751,1.736,Male
4330,308612131,-0.365,Male
4330,308612131,2.021,Male
4330,308612131,3.273,Male
4330,308612131,2.034,Male
4330,308612131,3.699,Male
4330,308615901,-3.721,Male
4330,308615901,-1.378,Male
4330,308615901,-0.522,Male
4330,308615901,-0.834,Male
4330,308615901,0.402,Male
4330,309999753,-0.886,Male
4330,309999753,-1.546,Male
4330,309999753,0.172,Male
4250,293429702,-0.826,Female
4250,293429702,0.182,Female
4250,293429702,0.551,Female
4250,293433302,-0.928,Female
4250,293433302,0.936,Female
4250,293433302,1.25,Female
4250,293440942,0.716,Male
4250,293440942,2.034,Male
4250,293440942,1.973,Male
4250,293442482,1.309,Male
4250,293442482,1.748,Male
4250,293442482,3.28,Male
4250,293544053,2.366,Male
4250,293544053,3.327,Male
4250,293544053,3.73,Male
4250,300651902,-0.316,Female
4250,300651902,1.066,Female
4250,300651902,1.679,Female
4250,300652472,-0.623,Male
4250,300652472,0.811,Male
4250,300652472,1.568,Male
4250,302190312,-2.015,Male
4250,302190312,0.074,Male
4250,302190312,0.352,Male
4250,306851212,-0.826,Female
4250,306851212,1.001,Female
4250,306851212,1.407,Female
4250,308325072,-1.665,Male
4250,308325072,-0.35,Male
4250,308325072,0.097,Male
4010,191835131,-1.218,Male
4010,191835131,-1.946,Male
4010,191835131,-0.725,Male
4010,235793831,-1.384,Male
4010,235793831,-0.194,Male
4010,235793831,0.463,Male
4010,235793831,1.839,Male
4010,235793831,1.973,Male
4010,235794131,-1.898,Female
4010,235794131,-1.441,Female
4010,235794131,-1.778,Female
4010,264189681,-1.218,Female
4010,264189681,-0.716,Female
4010,264189681,0.587,Female
4010,264189681,1.661,Female
4010,279148612,0.343,Female
4010,279148612,-0.192,Female
4010,279148612,1.852,Female
4010,284320702,1.043,Male
4010,284320702,1.485,Male
4010,284320702,1.661,Male
4010,284320702,2.445,Male
4010,287510012,0.587,Male
4010,287510012,1.578,Male
4010,287510012,2.768,Male
4010,287519232,-1.132,Female
4010,287519232,-0.086,Female
4010,287519232,1.794,Female
4010,287521481,-1.384,Male
4010,287521481,0.546,Male
4010,287521481,1.309,Male
4010,287521481,1.934,Male
4010,287521481,1.912,Male
4010,287524821,-1.384,Male
4010,287524821,0.241,Male
4010,287524821,0.716,Male
4010,287524821,1.578,Male
4010,287524821,2.035,Male
4010,287526871,-2.413,Male
4010,287526871,-1.898,Male
4010,287526871,-0.273,Male
4010,287526871,-0.316,Male
4010,287526871,0.128,Male
4010,287527251,-2.535,Female
4010,287527251,-1.689,Female
4010,287527251,-0.827,Female
4010,287527251,-0.883,Female
4010,287527251,-0.537,Female
4010,287527681,-1.689,Female
4010,287527681,1.194,Female
4010,287527681,1.485,Female
4010,287527681,3.458,Female
4010,287528061,-1.384,Female
4010,287528061,0.058,Female
4010,287528061,-0.211,Female
4010,287528061,1.839,Female
4010,287528061,2.954,Female
4010,294262791,-3.268,Female
4010,294262791,-2.413,Female
4010,294262791,-2.528,Female
4010,294262791,-0.928,Female
4010,294262791,0.403,Female
4010,294262791,0.798,Female
4010,297251872,-2.097,Male
4010,297251872,-0.522,Male
4010,297251872,-0.509,Male
4010,297251872,0.551,Male
4010,298005101,-2.474,Male
4010,298005101,-1.966,Male
4010,298005101,-0.351,Male
4010,298768942,-1.132,Male
4010,298768942,-0.67,Male
4010,298768942,-0.281,Male
4000,296594001,-3.887,Female
4000,296594001,-2.902,Female
4000,296594001,-1.185,Female
4000,296594001,-1.665,Female
4000,296594001,-0.139,Female
4000,296594001,0.749,Female
4000,302154191,-3.232,Female
4000,302154191,-0.574,Female
4000,302154191,-1.665,Female
4000,302154191,-0.244,Female
4000,302154191,0.501,Female
4000,302155401,-1.303,Female
4000,302155401,-0.112,Female
4000,302155401,0.587,Female
4000,302155401,1.202,Female
4000,302155401,1.623,Female
4000,302157021,-1.772,Female
4000,302157021,0.058,Female
4000,302157021,0.227,Female
4000,302157021,1.748,Female
4000,302157021,2.3,Female
4000,302161051,-2.732,Male
4000,302161051,-2.2,Male
4000,302161051,-0.928,Male
4000,302161481,-1.541,Female
4000,302161481,-0.501,Female
4000,302161481,0.003,Female
4000,302161481,0.021,Female
4000,302161481,0.798,Female
4000,302172681,-1.616,Female
4000,302172681,0.546,Female
4000,302172681,0.852,Female
4000,302174111,-3.395,Female
4000,302174111,-0.351,Female
4000,302174111,-0.316,Female
4000,302174111,0.347,Female
4000,302174111,1.736,Female
4000,303333811,-1.384,Female
4000,303333811,-0.574,Female
4000,303333811,-0.419,Female
4000,303333811,1.934,Female
4000,304822711,-0.733,Male
4000,304822711,-1.185,Male
4000,304822711,-0.419,Male
4000,304822711,0.459,Male
4000,304822711,0.148,Male
4000,304925523,1.485,Male
4000,304925523,2.034,Male
4000,304925523,2.164,Male
4000,306517661,-1.689,Male
4000,306517661,-1.25,Male
4000,306517661,0.003,Male
4000,306517661,0.021,Male
4000,306517741,-1.13,Male
4000,306517741,-0.351,Male
4000,306517741,0.227,Male
4000,306517741,0.751,Male
4000,306517741,1.514,Male
4000,306518471,-2.902,Male
4000,306518471,-2.351,Male
4000,306518471,-1.816,Male
4000,306518471,-0.883,Male
4000,306518471,0.172,Male
4000,306518631,-1.966,Male
4000,306518631,-0.988,Male
4000,306518631,-0.211,Male
4000,306522901,-0.84,Male
4000,306522901,-0.194,Male
4000,306522901,-0.419,Male
4000,306522901,1.001,Male
4000,306526571,-3.068,Male
4000,306526571,-0.785,Male
4000,306526571,-0.623,Male
4000,306526571,-0.779,Male
4000,306526571,0.897,Male
3950,226106861,-3.46,Female
3950,226106861,-1.13,Female
3950,226106861,-2.072,Female
3950,226106861,-0.522,Female
3950,226106861,-0.297,Female
3950,226106861,1.25,Female
3950,226107161,-2.732,Female
3950,226107161,-0.365,Female
3950,226107161,-0.785,Female
3950,226107161,0.463,Female
3950,226111431,-3.558,Female
3950,226111431,-0.84,Female
3950,226111431,-1.41,Female
3950,226111431,-0.823,Female
3950,226111512,-2.288,Female
3950,226111512,-1.993,Female
3950,226111512,-0.391,Female
3950,226112591,-4.055,Male
3950,226112591,-0.733,Male
3950,226112591,-2.822,Male
3950,226112591,-2.807,Male
3950,226112591,-1.455,Male
3950,226114021,-2.558,Female
3950,226114021,-0.06,Female
3950,226114021,-1.004,Female
3950,226114021,0.076,Female
3950,226114611,0.893,Male
3950,226114611,-0.112,Male
3950,226114611,0.343,Male
3950,226114611,0.459,Male
3950,226114611,2.3,Male
3950,226167651,-1.218,Male
3950,226167651,-1.054,Male
3950,226167651,-0.316,Male
3950,226167651,0.632,Male
3950,226167651,2.3,Male
3950,226168031,-2.778,Female
3950,226168031,-2.265,Female
3950,226168031,-0.316,Female
3950,226168031,-0.779,Female
3950,226168031,1.514,Female
3950,226170011,-0.84,Male
3950,226170011,-1.378,Male
3950,226170011,-1.295,Male
3950,226170011,-0.262,Male
3950,226170011,-0.156,Male
3950,226170441,-0.619,Male
3950,226170441,-0.854,Male
3950,226170441,-1.03,Male
3950,226170441,0.237,Male
3950,226170441,1.736,Male
3950,226170521,-2.097,Female
3950,226170521,-1.882,Female
3950,226170521,-1.03,Female
3950,226170521,-0.616,Female
3950,226170871,0.329,Female
3950,226170871,-0.854,Female
3950,226170871,-0.522,Female
3950,226170871,0.021,Female
3950,226170871,1.098,Female
3950,226171251,-2.596,Male
3950,226171251,-0.221,Male
3950,226171251,-1.665,Male
3950,226171251,-0.943,Male
3950,226171251,-0.537,Male
3950,226171681,-2.596,Male
3950,226171681,-1.314,Male
3950,226171681,-0.522,Male
3950,226171841,-2.162,Male
3950,226171841,-0.273,Male
3950,226171841,0.587,Male
3950,226171841,1.001,Male
3950,226171841,2.768,Male
3950,226172061,-2.902,Male
3950,226172061,-0.497,Male
3950,226172061,-2.113,Male
3950,226172061,-0.517,Male
3950,226172061,0.007,Male
3950,226172141,-1.689,Female
3950,226172141,-2.33,Female
3950,226172141,-1.352,Female
3950,226172141,-1.183,Female
3950,226173031,-2.474,Male
3950,226173031,0.329,Male
3950,226173031,-1.778,Male
3950,226173031,-0.823,Male
3950,284799051,-2.558,Female
3950,284799051,-1.83,Female
3950,284799051,-0.928,Female
3950,284799051,-0.725,Female
3950,284799051,0.251,Female
3950,288292991,-1.13,Male
3950,288292991,-2.072,Male
