X,Y,CLASS
22.88735715,18.46305604,fertile
18.22842617,24.78158266,fertile
23.22794937,19.59988587,fertile
17.01415431,4.005077393,fertile
24.85961756,17.32029375,fertile
14.42465009,5.100440397,fertile
7.475622855,6.547071654,fertile
12.53550865,27.55861032,fertile
25.36026939,1.940928076,fertile
18.42169662,11.20301184,fertile
25.62319129,3.037045794,fertile
28.26172034,25.97793408,fertile
10.31274398,13.09230414,fertile
22.51764437,28.71390116,fertile
23.0614784,19.48034847,fertile
6.303664916,10.39567389,fertile
22.00699169,26.06885773,fertile
3.349207789,15.04696936,fertile
4.832907727,21.21908385,fertile
2.859258999,27.78784962,fertile
14.94312283,15.72051255,fertile
28.54651101,9.562006944,fertile
29.87033343,9.616506239,fertile
0.980402974,25.45949289,fertile
22.18139252,16.73648188,fertile
0.190336236,1.854644897,fertile
9.600657115,13.85553628,fertile
11.04973134,14.63215818,fertile
0.304840941,5.945982467,fertile
4.215806751,9.201647358,fertile
12.99358814,19.47508482,fertile
6.583949081,28.29680536,fertile
7.492055646,21.04081361,fertile
9.830417507,25.12240065,fertile
17.73830992,3.340097987,fertile
22.84702427,0.705605177,fertile
22.95289441,19.77405975,fertile
16.32819909,29.54350844,fertile
21.74506961,3.157909987,fertile
4.44962675,21.56761577,fertile
2.655650473,6.961643428,fertile
27.37935738,6.371331175,fertile
11.45121625,23.71674369,fertile
12.15418017,28.690366,fertile
14.94005854,6.260556865,fertile
8.041300059,26.15564705,fertile
15.15071362,12.68652278,fertile
13.54482816,6.968589169,fertile
21.97282195,5.671759397,fertile
14.12700169,2.313989508,fertile
14.63642433,10.31895381,fertile
15.80554079,21.95968217,fertile
28.08953292,10.76293994,fertile
12.76197122,16.91557184,fertile
9.836682065,12.86264163,fertile
29.13348129,17.13023282,fertile
26.83106896,29.16099621,fertile
14.9850111,5.602478958,fertile
6.847920888,23.26812162,fertile
19.99452394,24.09292693,fertile
18.46013171,24.19023325,fertile
19.21283923,28.87441243,fertile
24.11693059,6.936312884,fertile
24.41194446,19.45548548,fertile
16.76127822,18.38087881,fertile
27.54633797,1.341443625,fertile
16.14273694,1.422915158,fertile
6.209499857,19.03442259,fertile
16.01584999,10.12489012,fertile
0.619609519,11.09099413,fertile
10.24081249,17.24556578,fertile
27.57254035,16.88365362,fertile
26.15998409,19.25162095,fertile
26.0441225,3.097870834,fertile
0.227452428,12.80309077,fertile
29.29665518,10.59149629,fertile
16.27446346,0.042883961,fertile
1.012451977,6.130863817,fertile
7.487120368,28.5048161,fertile
24.7878114,5.250366046,fertile
6.291943125,24.08749427,fertile
23.5080838,6.1611289,fertile
3.99210169,18.69807723,fertile
17.48475086,8.363203481,fertile
20.67451901,24.2104351,fertile
8.688679801,12.68475122,fertile
4.605157636,4.039270103,fertile
2.133783745,22.44180804,fertile
17.56959586,10.60696488,fertile
0.294732065,29.35285026,fertile
5.62876557,4.250323239,fertile
2.417401958,23.91982833,fertile
3.706642971,0.5864319,fertile
16.2243631,10.14332863,fertile
13.95528517,7.797298296,fertile
3.77614602,23.7644353,fertile
26.1603966,17.22650366,fertile
20.14132289,0.549411736,fertile
28.74910349,14.57474708,fertile
0.341588971,13.86786629,fertile
23.29327378,1.668353754,fertile
22.43987336,6.669305731,fertile
23.77469555,20.67551399,fertile
28.0800862,17.06063519,fertile
21.89464454,24.66128746,fertile
20.14134803,6.852594351,fertile
26.14953273,23.98267019,fertile
15.20117932,8.175682097,fertile
6.590412478,10.11596423,fertile
24.81482855,20.53762741,fertile
29.9625105,12.30463754,fertile
21.21049744,28.71391185,fertile
7.270928656,4.907386217,fertile
24.78661106,13.01090769,fertile
0.019454544,11.51928057,fertile
4.519369402,24.17465403,fertile
23.33906212,13.81558537,fertile
24.09135448,14.93306475,fertile
3.87377583,25.74803243,fertile
11.68299694,2.533083824,fertile
19.56440663,18.4069509,fertile
1.975990457,15.48449316,fertile
18.47724422,26.26756747,fertile
28.74463673,17.0719602,fertile
3.251068478,0.234634497,fertile
20.92178138,12.87256166,fertile
4.891929799,19.22297115,fertile
6.352924013,15.53572025,fertile
26.43334322,9.338283464,fertile
14.96663683,20.50482293,fertile
17.29781312,15.60128439,fertile
10.18216391,15.27054621,fertile
25.51212162,4.825855535,fertile
2.981248987,24.04893863,fertile
2.592104701,21.22912439,fertile
1.214635922,21.48639641,fertile
11.56203153,11.85386888,fertile
19.89248865,20.42577927,fertile
15.76557879,25.3661478,fertile
8.452737001,9.609535974,fertile
16.65620903,12.7863645,fertile
12.1903036,28.45543711,fertile
20.64938803,18.340174,fertile
3.47121519,29.31653758,fertile
17.42619297,23.55319137,fertile
23.11846756,20.86003206,fertile
21.84816426,3.91565457,fertile
29.09341919,12.32865894,fertile
11.6211493,12.5427109,fertile
6.552678903,12.04978687,fertile
28.41178665,10.95007418,fertile
0.9640424,5.213614774,fertile
14.83727252,18.49875167,fertile
13.58609932,11.42138716,fertile
1.76942446,7.7256423,fertile
16.79978142,18.58976872,fertile
18.23641463,18.86399101,fertile
4.800719661,9.641438839,fertile
15.17293131,13.55083569,fertile
7.339421979,15.84901589,fertile
6.323132725,9.147105336,fertile
18.09474983,26.80500673,fertile
21.41899392,16.11423405,fertile
1.292333202,9.279999391,fertile
4.123092969,6.442413011,fertile
15.38156151,14.8762007,fertile
28.25375402,23.95844698,fertile
19.0787405,12.6010202,fertile
24.02527981,20.24599175,fertile
2.886869351,27.61979343,fertile
24.69329763,11.59034145,fertile
24.57043773,24.48121347,fertile
24.7397488,13.81275876,fertile
16.0764794,7.548663737,fertile
18.74708939,17.87768482,fertile
3.804209749,4.338860835,fertile
11.92854985,29.51752215,fertile
3.459866128,2.762021916,fertile
27.41281757,28.24330076,fertile
4.115957776,5.490245617,fertile
27.70239889,3.022206856,fertile
9.401923707,1.110622126,fertile
28.41225996,1.345656789,fertile
10.22881564,29.58529697,fertile
25.21873187,23.94259462,fertile
25.55779005,7.205831073,fertile
25.75057031,8.666058329,fertile
10.27577579,28.06021951,fertile
12.66860617,26.96902388,fertile
14.73776286,17.00338378,fertile
12.03271869,25.45853222,fertile
3.66885796,0.536898784,fertile
28.3653977,19.24954928,fertile
28.7390314,25.94718981,fertile
10.06380406,8.007551087,fertile
9.166775106,25.37428552,fertile
0.324549309,24.8428176,fertile
21.20247473,23.00392598,fertile
29.02788385,17.05981918,fertile
20.50601782,5.071843348,fertile
20.28793608,25.4590141,fertile
26.26695526,29.85503992,fertile
13.59534066,21.77912258,fertile
25.53753751,21.37078823,fertile
26.19413135,9.559096398,fertile
0.085985251,11.74649491,fertile
12.19306896,8.077018051,fertile
20.66415347,18.07985384,fertile
3.983086736,7.302320239,fertile
10.07283063,9.939988616,fertile
0.130656415,20.65329531,fertile
1.836761395,24.52609059,fertile
14.57147637,28.24344221,fertile
2.002010043,5.121401155,fertile
4.256618398,26.94450412,fertile
29.03142868,14.85246158,fertile
9.43985346,29.66712898,fertile
13.31948693,10.99655589,fertile
28.93973345,16.35672364,fertile
15.64680873,12.9299615,fertile
10.71692111,13.91584252,fertile
15.69587343,9.042666131,fertile
0.527677818,16.10583308,fertile
6.347599751,1.955468764,fertile
29.51397904,6.541208779,fertile
23.0399849,0.861620307,fertile
4.994730691,10.82700933,fertile
9.585835745,24.53348774,fertile
0.799324557,6.833376638,fertile
26.10300711,3.176804187,fertile
11.6112319,28.31248295,fertile
25.78614471,24.35713465,fertile
26.94196188,0.849433173,fertile
0.899904999,28.03361571,fertile
12.59905358,5.873185296,fertile
1.610252475,21.27079824,fertile
4.198227546,25.17476477,fertile
27.1964092,17.12833201,fertile
1.658103804,26.95300994,fertile
13.34028435,2.28155185,fertile
0.857003485,9.96219429,fertile
7.087960546,7.797408239,fertile
15.01563005,20.270581,fertile
14.71824707,12.09165485,fertile
1.325500337,16.67900242,fertile
20.04220861,8.339373933,fertile
6.543256121,2.182141696,fertile
19.75763006,26.24839834,fertile
14.20970664,7.745397845,fertile
6.385242662,29.69953651,fertile
10.52742514,10.37051692,fertile
12.91862215,18.43321375,fertile
28.4582219,13.22202567,fertile
3.121645635,7.844495235,fertile
21.70328486,19.71045077,fertile
12.64413103,27.44874887,fertile
1.976301558,22.06310646,fertile
12.77361688,11.44145912,fertile
15.20558797,17.74621006,fertile
11.01843806,10.51154843,fertile
28.80653232,24.08119907,fertile
8.27619913,3.807279209,fertile
21.90394622,27.72012988,fertile
12.25490539,13.24710949,fertile
8.645683564,28.15126905,fertile
28.62476293,22.09762837,fertile
9.851310819,10.58857076,fertile
9.521057694,19.24353064,fertile
19.071302,15.40801365,fertile
14.32693209,23.91311898,fertile
28.04901373,0.799051188,fertile
11.55456377,4.839887624,fertile
28.21075663,9.531843925,fertile
28.96305781,3.168974086,fertile
15.22226461,22.50410805,fertile
9.99978957,28.71511461,fertile
3.058704792,20.36571266,fertile
17.56246232,28.21381449,fertile
12.00573991,20.43497626,fertile
23.83473221,6.110974804,fertile
6.968370248,8.144907346,fertile
15.64367923,5.516260634,fertile
11.22479505,23.76388174,fertile
14.6008622,11.14375909,fertile
18.75481151,23.22642895,fertile
12.46456133,20.27145861,fertile
22.46360004,27.70918465,fertile
9.354714544,26.37896101,fertile
12.22024733,14.26096583,fertile
7.086790111,26.02100249,fertile
26.22124256,20.60088328,fertile
3.815986931,18.27325256,fertile
3.984638869,27.29640538,fertile
15.17971653,12.95846696,fertile
6.701716539,18.84454179,fertile
1.09243765,0.793574089,fertile
13.07913989,7.977634377,fertile
7.011106401,26.01608306,fertile
18.88299111,7.794207959,fertile
24.80137999,2.662146895,fertile
20.89389636,19.66353552,sterile
12.89513482,25.0384041,sterile
26.16507011,17.1408461,sterile
0.861046594,12.97402677,sterile
1.988017329,5.923493709,sterile
4.155479812,26.53923327,sterile
28.45841057,10.81850387,sterile
18.16618577,22.80202437,sterile
11.93399842,3.900040397,sterile
6.482886944,27.20591129,sterile
26.0740866,18.77222314,sterile
3.503699962,25.56113033,sterile
27.15528083,2.617856911,sterile
6.873798918,22.65588906,sterile
4.310355987,10.19589656,sterile
27.45644216,15.11788575,sterile
17.05602896,9.913993094,sterile
23.59003755,27.28836081,sterile
12.25493354,3.363023994,sterile
14.6682581,18.07656512,sterile
8.130240852,4.79725366,sterile
6.13239621,28.15472889,sterile
27.47596573,11.55221361,sterile
15.55697383,21.72840721,sterile
23.35576592,8.653024072,sterile
9.03466779,18.85586003,sterile
20.89196482,17.34229486,sterile
22.64290029,7.250322858,sterile
13.54325052,6.653983451,sterile
26.87770288,21.12650046,sterile
6.908830816,28.57962768,sterile
3.131831631,18.61602353,sterile
4.724073415,8.486100503,sterile
5.501511719,3.946132155,sterile
7.426753985,21.30454171,sterile
8.863750782,16.91975235,sterile
17.59825874,2.313000157,sterile
18.41799439,17.73728492,sterile
21.55314689,20.46415461,sterile
28.27388843,1.851491954,sterile
23.02255261,3.93172506,sterile
16.81675802,12.05842832,sterile
19.74803135,6.221280007,sterile
22.41876211,2.507179552,sterile
0.666835774,1.690866505,sterile
11.78701656,10.86796432,sterile
12.4040673,4.983291083,sterile
19.89013981,28.14466895,sterile
4.821106384,19.85464924,sterile
25.52497116,13.10125285,sterile
2.428876546,29.91916485,sterile
11.19184446,2.615397214,sterile
1.745778797,7.774550677,sterile
6.32204284,23.04353625,sterile
2.193021302,3.943279318,sterile
2.322965751,24.06411547,sterile
11.36326,21.12102148,sterile
20.88436301,10.71840638,sterile
2.376212273,4.957382404,sterile
22.69030031,4.786714199,sterile
13.36155928,17.25073191,sterile
16.84618984,6.746018089,sterile
22.97574964,26.65594369,sterile
18.38310224,9.763386694,sterile
19.75876101,24.03874845,sterile
2.410628898,1.677772414,sterile
12.75982503,16.27417792,sterile
20.81126447,16.78115707,sterile
28.97306138,26.84570804,sterile
26.09141269,23.49721131,sterile
24.01715743,10.87416851,sterile
22.13904421,21.4097796,sterile
17.20441039,17.53432652,sterile
28.57169131,17.74394137,sterile
17.49862925,13.71207351,sterile
7.210427192,25.48192921,sterile
20.85780932,12.74701866,sterile
9.933377188,13.67673005,sterile
9.739120554,23.24616535,sterile
10.21702589,0.909850253,sterile
20.57239679,22.87583163,sterile
22.14660133,26.26982729,sterile
19.54074549,14.05861406,sterile
2.975777749,3.353928854,sterile
23.5646201,5.443690256,sterile
13.53774233,16.07345223,sterile
3.018075766,4.349499538,sterile
29.65050708,24.93286494,sterile
6.366343,17.18241048,sterile
17.38044036,14.44794801,sterile
9.366086454,18.51705319,sterile
23.17237581,16.29566173,sterile
4.199036895,7.072054222,sterile
0.576928526,26.18251084,sterile
24.61207709,28.40289937,sterile
28.97115123,14.15558552,sterile
13.65010643,24.62035148,sterile
6.13363602,17.77500233,sterile
3.890667837,15.95254336,sterile
23.98319767,17.32416655,sterile
23.88087736,9.801226049,sterile
25.89829002,14.67183227,sterile
9.805152433,27.91409177,sterile
18.48204228,19.52774866,sterile
26.70326871,4.768427722,sterile
8.791038143,22.99992227,sterile
4.95644836,7.674546009,sterile
23.69005887,21.91362774,sterile
24.29125042,28.50245344,sterile
4.869579398,3.85298315,sterile
22.07187363,3.048319628,sterile
19.3247623,19.64883884,sterile
29.41203462,13.85666579,sterile
17.82246582,25.10638224,sterile
8.388896696,3.711018988,sterile
26.74188949,2.293140097,sterile
6.988340844,1.680636629,sterile
9.890520244,28.642239,sterile
17.36520234,9.328936916,sterile
9.742532037,12.98421551,sterile
27.50829858,26.30807647,sterile
11.87820051,13.46487117,sterile
26.04805319,13.97169018,sterile
12.11521901,28.42220853,sterile
12.16593415,9.936774038,sterile
27.81891166,1.082688232,sterile
23.20581432,2.93259199,sterile
18.51647874,3.554946464,sterile
9.034970419,9.594907234,sterile
23.98169564,6.541375257,sterile
4.205129764,5.980778178,sterile
12.72448501,20.50288133,sterile
3.68883858,17.39463632,sterile
15.5382968,21.51545797,sterile
14.77129238,28.22115098,sterile
12.89126365,3.957930605,sterile
5.186989673,11.35317935,sterile
20.42195869,24.96111144,sterile
9.492154957,25.5930907,sterile
1.043673379,11.57922459,sterile
6.864727009,0.224659389,sterile
5.143893978,26.37204043,sterile
27.11886262,24.8523375,sterile
18.65089643,8.025386806,sterile
15.40902845,26.36643599,sterile
12.26166418,22.43962392,sterile
26.61930095,9.148553952,sterile
13.47983884,26.56182205,sterile
27.01664558,28.54898138,sterile
21.68453955,24.53586769,sterile
11.27586683,0.157161851,sterile
25.5831469,8.128651183,sterile
14.32876072,3.931204083,sterile
28.93340436,27.95278641,sterile
20.55222673,7.89391516,sterile
14.79277801,15.22183984,sterile
10.11475635,27.83962626,sterile
28.45242003,25.90013719,sterile
25.56882187,9.526360107,sterile
0.215875853,1.127805782,sterile
17.7483982,19.23263107,sterile
7.978115464,19.02811343,sterile
18.67629898,15.38534754,sterile
13.93980811,5.761433635,sterile
11.63359682,27.81936096,sterile
29.59681761,7.589750548,sterile
27.931406,16.77175747,sterile
18.54796599,2.958204879,sterile
5.534219986,15.55410742,sterile
3.27969172,20.74189225,sterile
5.622775317,0.345315754,sterile
7.875280974,2.715796956,sterile
0.132645071,13.95389552,sterile
9.800310745,4.175323038,sterile
21.31622672,19.52652723,sterile
1.322563193,21.98236412,sterile
8.640159366,15.79528126,sterile
16.01855196,8.774310078,sterile
26.49054171,12.53206701,sterile
24.62632908,23.48620804,sterile
16.85791062,2.024687366,sterile
20.35029901,11.73024138,sterile
22.45225111,4.143666364,sterile
3.738695306,20.65517647,sterile
20.20237952,6.666519404,sterile
5.200502216,17.54895008,sterile
12.9620801,3.272619979,sterile
19.79158366,3.988364891,sterile
28.32818286,2.369080712,sterile
20.95092682,2.840267771,sterile
6.597485526,20.52428352,sterile
0.731480797,12.23349846,sterile
17.88384281,10.37995769,sterile
3.172455153,8.974526811,sterile
15.17549006,15.88665176,sterile
3.071526897,8.048666446,sterile
27.24839879,15.84631892,sterile
1.99164401,8.714101645,sterile
21.88237354,5.72079842,sterile
19.31354312,3.896526061,sterile
11.04569536,28.37340052,sterile
6.86499845,3.850920147,sterile
10.06869954,29.94204649,sterile
22.53633285,16.23970136,sterile
13.07218707,8.805666226,sterile
24.14866118,8.393000658,sterile
24.31210278,7.065884911,sterile
8.838776399,24.59473751,sterile
8.537613752,16.51312552,sterile
21.73677906,29.9295203,sterile
12.4926955,29.25071603,sterile
1.469846342,24.57402497,sterile
12.95713372,6.312275568,sterile
20.6754137,2.528142559,sterile
21.20834364,17.80451338,sterile
20.28478872,26.72205508,sterile
22.99987131,28.33394473,sterile
19.77619316,19.79258889,sterile
15.2194218,0.110409299,sterile
12.55280828,6.111810941,sterile
4.19582349,27.67632791,sterile
17.27900793,16.86595873,sterile
21.07589314,26.71251358,sterile
29.2318044,25.90977736,sterile
18.99513627,8.327936197,sterile
16.01841784,0.361558506,sterile
17.01397093,12.2273537,sterile
9.344189996,17.91697603,sterile
21.28467024,20.31376858,sterile
17.63972471,9.959026733,sterile
14.3874766,24.27355019,sterile
26.6584115,19.21104489,sterile
9.093922684,21.46135844,sterile
25.0338196,8.327817132,sterile
2.539549938,4.436003838,sterile
5.983695409,6.502649398,sterile
13.71371546,12.54351931,sterile
14.88468379,7.112036885,sterile
25.77631322,11.05046038,sterile
2.682660834,5.133633027,sterile
29.16854993,13.62684526,sterile
11.67443537,21.93172139,sterile
19.63064486,16.06943893,sterile
15.84007706,10.89022794,sterile
11.90655418,0.646777244,sterile
26.60647097,12.53310121,sterile
9.048132584,24.28465127,sterile
23.37641843,10.2333141,sterile
17.33580799,26.15711226,sterile
11.50318149,27.206087,sterile
24.07633502,16.4871387,sterile
22.11782234,29.91216029,sterile
9.080249195,9.970677691,sterile
27.98124263,3.686394927,sterile
19.64053119,12.33463512,sterile
19.84201569,18.94226838,sterile
10.3143988,1.226650758,sterile
21.98432548,24.60664321,sterile
1.236391459,5.191357972,sterile
4.667815729,9.661181225,sterile
15.13940397,1.437934928,sterile
11.26349942,26.2462205,sterile
28.9964272,2.800864018,sterile
24.60378447,25.42119476,sterile
1.762758745,21.37579004,sterile
5.430750931,8.015802198,sterile
10.01666695,19.38772696,sterile
15.66785893,0.392578177,sterile
28.45592196,13.1643999,sterile
6.880320618,28.33752148,sterile
19.30417,29.55591812,sterile
17.97275438,13.35740715,sterile
11.08706364,3.551708576,sterile
0.605566548,29.58085308,sterile
0.558512241,13.22539478,sterile
27.15884217,13.13865484,sterile
21.51465265,23.00577583,sterile
26.29530901,0.494213111,sterile
9.125439625,13.57710792,sterile
7.144912854,24.11527154,sterile
29.81912561,9.959495072,sterile
27.10707255,3.178318308,sterile
3.632581488,29.81111424,sterile
23.54484668,7.106221856,sterile
27.50659255,15.36578128,sterile
14.04049028,20.15253541,sterile
14.99891915,3.490638267,sterile
23.49498906,21.41061757,sterile
6.500629142,2.513479795,sterile
22.11078096,29.37205138,sterile
27.45820438,9.939497933,sterile
19.37156021,25.53626597,sterile
15.90067048,23.0778589,sterile
27.70684614,29.90117146,sterile
8.756703492,18.35717523,sterile
0.212049494,22.22392625,sterile
29.62912877,15.27473979,sterile
28.4943466,29.98427758,sterile
13.66001896,15.63383509,sterile
2.513084735,13.63527479,sterile
0.288980417,7.316082541,sterile
5.208730521,19.8025954,sterile
14.58679241,7.689657658,sterile
23.99988507,25.92424423,sterile
11.72196863,1.416219841,sterile
6.969729499,1.480346485,sterile
9.237068491,1.612414999,sterile
17.29501479,0.110519738,sterile
7.623984532,23.42959259,sterile
18.47976302,11.97802278,sterile
10.15344732,28.93465325,sterile
10.65042091,26.38479607,sterile
23.31227892,25.13067073,sterile
24.44883083,14.27082954,sterile
8.787417021,13.40292031,sterile
15.28448901,14.15612934,sterile
21.24420784,28.57675927,sterile
9.826434616,26.56791118,sterile
17.38375763,1.945936738,sterile
11.26367255,25.82263305,sterile
12.58638908,9.612755673,sterile
8.22127182,19.7616999,sterile
21.43899211,26.23827113,sterile
6.990339914,14.2130277,sterile
